Cep,Rua,Complemento,Bairro,Cidade
38408-663,Avenida João Naves de Ávila,- de 4940 a 6202 - lado par,CEP Pampulha Uberlândia/MG,Uberlândia/MG
38408-680,Avenida João Naves de Ávila,- de 3632 a 4938 - lado par,CEP Carajás Uberlândia/MG,Uberlândia/MG
38408-703,Avenida João Naves de Ávila,- de 6204 ao fim - lado par,CEP Santa Luzia Uberlândia/MG,Uberlândia/MG
38400-124,Avenida João Pinheiro,- até 618/0619,CEP Centro Uberlândia/MG,Uberlândia/MG
38400-126,Avenida João Pinheiro,- de 620/621 a 1146/1147,CEP Centro Uberlândia/MG,Uberlândia/MG
38400-712,Avenida João Pinheiro,- de 1148/1149 a 2500/2501,CEP Nossa Senhora Aparecida Uberlândia/MG,Uberlândia/MG
38400-714,Avenida João Pinheiro,- de 2502/2503 a 4049/4050,CEP Brasil Uberlândia/MG,Uberlândia/MG
38405-307,Avenida João Pinheiro,- de 4051/4052 a 4999/5000,CEP Umuarama Uberlândia/MG,Uberlândia/MG
38405-346,Avenida João Pinheiro,- de 5001/5002 ao fim,CEP Alto Umuarama Uberlândia/MG,Uberlândia/MG
38400-056,Avenida Rio Branco,- até 891 - lado ímpar,Centro,Uberlândia/MG
38400-194,Praça João Fonseca,,Centro,Uberlândia/MG
38400-161,Praça Lindolfo Franca,,Centro,Uberlândia/MG
38400-182,Praça Luiz de Freitas Costa,,Centro,Uberlândia/MG
38400-193,Praça Luz e Caridade,,Centro,Uberlândia/MG
38400-199,Praça Nossa Senhora do Carmo,,Centro,Uberlândia/MG
38400-122,Praça Oswaldo Cruz,,Centro,Uberlândia/MG
38400-121,Praça Professor Jacy de Assis,,Centro,Uberlândia/MG
38400-184,Praça Sérgio Pacheco,,Centro,Uberlândia/MG
38400-186,Praça Tubal Vilela,,Centro,Uberlândia/MG
38400-118,Rua Agenor Paes,,Centro,Uberlândia/MG
38400-160,Rua Barão de Camargos,,Centro,Uberlândia/MG
38400-104,Rua Coronel Antônio Alves Pereira,- até 1257/1258,Centro,Uberlândia/MG
38400-142,Rua Duque de Caxias,- até 554/0555,Centro,Uberlândia/MG
38400-024,Rua Francisco Zumpano,,Centro,Uberlândia/MG
38400-064,Rua Goiás,,Centro,Uberlândia/MG
38400-036,Rua Ipiranga,,Centro,Uberlândia/MG
38400-030,Rua Joaquim Cordeiro,,Centro,Uberlândia/MG
38400-112,Rua Machado de Assis,- até 929/930,Centro,Uberlândia/MG
38400-127,Rua Matheus Henrique da Silva Alves,,Centro,Uberlândia/MG
38400-084,Rua Olegário Maciel,- até 884/0885,Centro,Uberlândia/MG
38400-172,Rua Professor Pedro Bernardo,,Centro,Uberlândia/MG
38400-108,Rua Quintino Bocaiúva,- até 949/950,Centro,Uberlândia/MG
38400-094,Rua Rezende,,Centro,Uberlândia/MG
38400-060,Rua Santos Dumont,- até 833/834,Centro,Uberlândia/MG
38400-110,Rua Tenente Virmondes,- até 949/950,Centro,Uberlândia/MG
38400-123,Terminal Paulo Ferolla da Silva,,Centro,Uberlândia/MG
38400-180,Travessa Antônio Luiz,,Centro,Uberlândia/MG
38400-116,Travessa Cascalho Rico,,Centro,Uberlândia/MG
38400-026,Travessa Ibiá,,Centro,Uberlândia/MG
38400-032,Travessa José Camim,,Centro,Uberlândia/MG
38400-114,Travessa Morais,,Centro,Uberlândia/MG
38400-120,Travessa Ricardo Silva,,Centro,Uberlândia/MG
38412-600,Rua das Paineiras,,Chácara Panorama,Uberlândia/MG
38413-405,Alameda Chácaras Uirapuru,,Chácaras Bonanza,Uberlândia/MG
38413-411,Alameda das Cinamonas,,Chácaras Bonanza,Uberlândia/MG
38412-671,Avenida Araponga,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38413-402,Avenida Araponga,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38421-218,Avenida Araponga,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38421-657,Avenida Araponga,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38413-393,Rua Araguaia,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38421-230,Rua Araguaia,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38413-408,Rua Buenos Aires,,Chácaras Bonanza,Uberlândia/MG
38413-396,Rua do Corredor,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38419-169,Rua do Corredor,,CEP Chácaras Oliveiras Uberlândia/MG,Uberlândia/MG
38421-210,Rua do Corredor,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38413-399,Rua do Prata,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38421-238,Rua do Prata,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38413-414,Rua José Garcia Borges,,Chácaras Bonanza,Uberlândia/MG
38421-226,Rua Miraporanga,,Chácaras Bonanza,Uberlândia/MG
38421-214,Rua Paranaíba,,Chácaras Bonanza,Uberlândia/MG
38421-234,Rua Santa Maria,,Chácaras Bonanza,Uberlândia/MG
38421-223,Rua Uberabinha,,Chácaras Bonanza,Uberlândia/MG
38413-417,Rua Vanda Paulino,,Chácaras Bonanza,Uberlândia/MG
38413-537,Rodovia BR-497,"- do Km 16,000 ao Km 16,500",Chácaras Eldorado,Uberlândia/MG
38419-169,Rua do Corredor,,Chácaras Oliveiras,Uberlândia/MG
38419-167,Rua João Garcia Borges,,Chácaras Oliveiras,Uberlândia/MG
38419-152,Rua João Oliveira Paulino,,Chácaras Oliveiras,Uberlândia/MG
38419-155,Rua José Garcia Borges,,Chácaras Oliveiras,Uberlândia/MG
38419-161,Rua Renato Paulino,,Chácaras Oliveiras,Uberlândia/MG
38419-158,Rua Vanda Paulino,,Chácaras Oliveiras,Uberlândia/MG
38415-795,Rua Bambuzinho Dourado,,Chácaras Parque Maravilha,Uberlândia/MG
38415-794,Rua Flor da Índia,,Chácaras Parque Maravilha,Uberlândia/MG
38415-784,Rua Flor de Prata,,Chácaras Parque Maravilha,Uberlândia/MG
38415-790,Rua Jaboticabeira,,Chácaras Parque Maravilha,Uberlândia/MG
38415-782,Rua Lírio da Paz,,Chácaras Parque Maravilha,Uberlândia/MG
38415-787,Rua Tapete Dourado,,Chácaras Parque Maravilha,Uberlândia/MG
38412-687,Rua Eurídes Olímpia Ferreira,,Chácaras Rancho Alegre,Uberlândia/MG
38412-681,Rua João Vaz Ferreira,,Chácaras Rancho Alegre,Uberlândia/MG
38412-682,Rua Quatro,,Chácaras Rancho Alegre,Uberlândia/MG
38412-685,Rua Valdomira Pimenta,,Chácaras Rancho Alegre,Uberlândia/MG
38413-309,Alameda Mata Atlântica,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-313,Alameda Serra do Japi,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-289,Avenida Aspirante Mega,- de 451 a 1901 - lado ímpar,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-307,Avenida Gameleiras,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-108,Avenida Imbaúba,,CEP Jaraguá Uberlândia/MG,Uberlândia/MG
38413-146,Avenida Imbaúba,- de 521 a 1779 - lado ímpar,CEP Planalto Uberlândia/MG,Uberlândia/MG
38413-316,Avenida Imbaúba,- de 02 ao fim - lado par,CEP Chácaras Tubalina e Quartel Uberlândia/MG,Uberlândia/MG
38413-320,Avenida Imbaúba,- de 1781 ao fim - lado ímpar,CEP Chácaras Tubalina e Quartel Uberlândia/MG,Uberlândia/MG
38413-308,Avenida Pinho,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-315,Rua Adelino Ferreira de Sá,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-337,Rua Ademar Borges dos Santos,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-329,Rua Agostinho Manso Junior,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-288,Rua Aguapé,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-357,Rua Alberto Araujo,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-318,Rua Alceu Alves Mendes,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-302,Rua Aliete Dantas Sousa,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-345,Rua Antônio Domingues,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-296,Rua Antônio Lourenço Bastos,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-294,Rua Astrogildo Salvador Lemos,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-333,Rua Augustinho Manso Júnior,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-365,Rua Benedito Cardoso da Silva,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-305,Rua Cairo Goulart Pirett,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-314,Rua das Flores,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-291,Rua Dimas Machado,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-354,Rua Dirceu Alves Pereira,(Res America do Sul),Chácaras Tubalina e Quartel,Uberlândia/MG
38413-339,Rua Diva de Paula Lima,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-378,Rua Divino Amálio Tosta,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-290,Rua Dois,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-321,Rua Felipe Lúcio,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-301,Rua Francisco Araújo Lima,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-297,Rua Francisco Rodrigues Serralha,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-369,Rua Geraldo Francisco da Cruz,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-384,Rua Hernane Maluf Wutcke,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-298,Rua Ismario Mendes de Lima,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-300,Rua Jacarepaguá,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-375,Rua João Rodrigues Piedade,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-303,Rua Joaquim Leal de Camargos,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-295,Rua José Garibaldino,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-324,Rua Juca Lúcio,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-390,Rua Luzia Narciza de Jesus,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-342,Rua Manoel da Mata Gonçalves,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-366,Rua Manoel Machado Filho,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-312,Rua Márcio Ribeiro da Silva,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-311,Rua Marcio Ribeiro da Silvia,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-351,Rua Maria Fernanda da Cruz,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-363,Rua Maria Francisca de Siqueira,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-299,Rua Matinha,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-360,Rua Natalia Lopes Naves,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-304,Rua Odésia Augusta de Jesus,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-293,Rua Orixás,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-336,Rua Osmar Teixeira de Morais,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-310,Rua Padre Humberto Araújo Braga,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-327,Rua Rodolfo Rodrigues Gonçalves,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-348,Rua Sudepe,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-292,Rua Três,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-330,Rua Vicente Zumpano,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-372,Rua Vilton de Rezende,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-306,Rua Waldemar Silva,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-387,Rua Waldomiro Affonso da Silva,,Chácaras Tubalina e Quartel,Uberlândia/MG
38413-381,Rua Werciley Santana,,Chácaras Tubalina e Quartel,Uberlândia/MG
38421-659,3º Alto Abílio Soares Netto,,Chácaras Uirapuru,Uberlândia/MG
38412-674,Alameda das Araras,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38421-655,Alameda das Araras,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38412-673,Alameda das Patativa,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38421-650,Alameda das Patativa,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38421-667,Alameda Dois,,Chácaras Uirapuru,Uberlândia/MG
38412-676,Alameda dos Bem-Te-Vis,,Chácaras Uirapuru,Uberlândia/MG
38412-675,Alameda dos Rouxinóis,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38421-662,Alameda dos Rouxinóis,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38406-388,Alameda Um,,CEP Aclimação Uberlândia/MG,Uberlândia/MG
38412-672,Alameda Um,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38421-660,Alameda Um,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38412-671,Avenida Araponga,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38413-402,Avenida Araponga,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38421-218,Avenida Araponga,,CEP Chácaras Bonanza Uberlândia/MG,Uberlândia/MG
38421-657,Avenida Araponga,,CEP Chácaras Uirapuru Uberlândia/MG,Uberlândia/MG
38421-669,Avenida dos Ruy Moreira Rocha,,Chácaras Uirapuru,Uberlândia/MG
38412-154,Alameda Serra Dourada,,Cidade Jardim,Uberlândia/MG
38412-145,Avenida Doutor Arnaldo Godoy de Souza,- de 1 ao fim - lado ímpar,Cidade Jardim,Uberlândia/MG
38412-166,Avenida Uirapuru,,Cidade Jardim,Uberlândia/MG
38412-179,Praça Filenila da Motta Pimentel,,Cidade Jardim,Uberlândia/MG
38412-164,Rua Beija-Flor,,Cidade Jardim,Uberlândia/MG
38412-204,Rua Beijos-Brancos,,Cidade Jardim,Uberlândia/MG
38412-130,Rua das Acácias,,Cidade Jardim,Uberlândia/MG
38412-202,Rua das Alamandas,,Cidade Jardim,Uberlândia/MG
38412-182,Rua das Alfazemas,,Cidade Jardim,Uberlândia/MG
38412-168,Rua das Andorinhas,,Cidade Jardim,Uberlândia/MG
38412-178,Rua das Avencas,,Cidade Jardim,Uberlândia/MG
38412-170,Rua das Azaléias,,Cidade Jardim,Uberlândia/MG
38412-116,Rua das Begônias,,Cidade Jardim,Uberlândia/MG
38412-184,Rua das Bromélias,,Cidade Jardim,Uberlândia/MG
38412-172,Rua das Calatéias,,Cidade Jardim,Uberlândia/MG
38412-148,Rua das Camélias,,Cidade Jardim,Uberlândia/MG
38412-149,Rua das Camomilas,,Cidade Jardim,Uberlândia/MG
38412-122,Rua das Dracenas,,Cidade Jardim,Uberlândia/MG
38412-214,Rua das Flores,,Cidade Jardim,Uberlândia/MG
38412-138,Rua das Gaivotas,,Cidade Jardim,Uberlândia/MG
38412-196,Rua das Garças,,Cidade Jardim,Uberlândia/MG
38412-188,Rua das Heras,,Cidade Jardim,Uberlândia/MG
38412-160,Rua das Hortênsias,,Cidade Jardim,Uberlândia/MG
38412-180,Rua das Ipoméias,,Cidade Jardim,Uberlândia/MG
38412-126,Rua das Juritis,,Cidade Jardim,Uberlândia/MG
38412-128,Rua das Magnólias,,Cidade Jardim,Uberlândia/MG
38412-210,Rua das Margaridas,,Cidade Jardim,Uberlândia/MG
38412-142,Rua das Orquídeas,,Cidade Jardim,Uberlândia/MG
38412-118,Rua das Paineiras,,Cidade Jardim,Uberlândia/MG
38412-150,Rua das Palmas,,Cidade Jardim,Uberlândia/MG
38412-200,Rua das Papoulas,,Cidade Jardim,Uberlândia/MG
38412-112,Rua das Petúnias,,Cidade Jardim,Uberlândia/MG
38412-146,Rua das Primaveras,,Cidade Jardim,Uberlândia/MG
38412-134,Rua das Rosas,,Cidade Jardim,Uberlândia/MG
38412-158,Rua das Seriemas,,Cidade Jardim,Uberlândia/MG
38412-190,Rua das Tulipas,,Cidade Jardim,Uberlândia/MG
38412-206,Rua das Violetas,,Cidade Jardim,Uberlândia/MG
38412-194,Rua dos Acantos,,Cidade Jardim,Uberlândia/MG
38412-192,Rua dos Alecrins,,Cidade Jardim,Uberlândia/MG
38412-100,Rua dos Antúrios,,Cidade Jardim,Uberlândia/MG
38412-114,Rua dos Bambuzais,,Cidade Jardim,Uberlândia/MG
38412-162,Rua dos Canarinhos,,Cidade Jardim,Uberlândia/MG
38412-208,Rua dos Cravos,,Cidade Jardim,Uberlândia/MG
38412-176,Rua dos Crisântemos,,Cidade Jardim,Uberlândia/MG
38412-144,Rua dos Eucalíptos,,Cidade Jardim,Uberlândia/MG
38412-104,Rua dos Flamboyants,,Cidade Jardim,Uberlândia/MG
38412-124,Rua dos Gerânios,,Cidade Jardim,Uberlândia/MG
38412-140,Rua dos Girassóis,,Cidade Jardim,Uberlândia/MG
38412-186,Rua dos Hibiscos,,Cidade Jardim,Uberlândia/MG
38412-198,Rua dos Jasmins,,Cidade Jardim,Uberlândia/MG
38412-174,Rua dos Miosótis,,Cidade Jardim,Uberlândia/MG
38412-108,Rua dos Pardais,,Cidade Jardim,Uberlândia/MG
38412-102,Rua dos Pinheiros,,Cidade Jardim,Uberlândia/MG
38412-110,Rua dos Sabiás,,Cidade Jardim,Uberlândia/MG
38412-120,Rua Flor-de-Maio,,Cidade Jardim,Uberlândia/MG
38412-212,Rua Flor-de-Manacá,,Cidade Jardim,Uberlândia/MG
38412-156,Rua João-de-Barro,,Cidade Jardim,Uberlândia/MG
38412-163,Rua José de Oliveira Pinto,- de 1 ao fim - lado ímpar,Cidade Jardim,Uberlândia/MG
38412-213,Rua Juritis,,Cidade Jardim,Uberlândia/MG
38412-136,Rua Lirios-Azuis,,Cidade Jardim,Uberlândia/MG
38412-132,Rua Manacás,,Cidade Jardim,Uberlândia/MG
38412-152,Rua Perdizes,,Cidade Jardim,Uberlândia/MG
38412-106,Rua Vitória-Régia,,Cidade Jardim,Uberlândia/MG
38411-318,Alameda Álvares Maciel,,City Uberlândia,Uberlândia/MG
38411-316,Alameda Cidade de Ouro Preto,,City Uberlândia,Uberlândia/MG
38411-324,Alameda Cláudio Manoel da Costa,,City Uberlândia,Uberlândia/MG
38411-234,Alameda Cônego Luiz Vieira,,City Uberlândia,Uberlândia/MG
38411-284,Alameda Conjuração Mineira,,City Uberlândia,Uberlândia/MG
38411-280,Alameda da Derrama,,City Uberlândia,Uberlândia/MG
38411-292,Alameda da Igualdade,,City Uberlândia,Uberlândia/MG
38411-308,Alameda das Cartas Chilenas,,City Uberlândia,Uberlândia/MG
38411-302,Alameda das Minas de Ouro,,City Uberlândia,Uberlândia/MG
38411-320,Alameda das Sentenças,,City Uberlândia,Uberlândia/MG
38411-304,Alameda do Aleijadinho,,City Uberlândia,Uberlândia/MG
38411-322,Alameda do Exílio,,City Uberlândia,Uberlândia/MG
38411-278,Alameda do Império,,City Uberlândia,Uberlândia/MG
38411-312,Alameda do Maurício,,City Uberlândia,Uberlândia/MG
38411-296,Alameda do Venerável,,City Uberlândia,Uberlândia/MG
38411-286,Alameda Domingos Vidal Barbosa,,City Uberlândia,Uberlândia/MG
38411-290,Alameda Grande Loja do Oriente,,City Uberlândia,Uberlândia/MG
38411-300,Alameda Grão do Mestre,,City Uberlândia,Uberlândia/MG
38411-288,Alameda Irmandade Maçônica,,City Uberlândia,Uberlândia/MG
38411-306,Alameda Luiz Toledo Piza,,City Uberlândia,Uberlândia/MG
38411-298,Alameda Oliveira Lopes,,City Uberlândia,Uberlândia/MG
38411-294,Alameda Padre Rolim,,City Uberlândia,Uberlândia/MG
38411-310,Alameda Real,,City Uberlândia,Uberlândia/MG
38411-314,Alameda Vila Rica,,City Uberlândia,Uberlândia/MG
38411-326,Avenida do Alferes,,City Uberlândia,Uberlândia/MG
38411-332,Praça Dois,,City Uberlândia,Uberlândia/MG
38411-328,Praça I,,City Uberlândia,Uberlândia/MG
38411-330,Praça Três,,City Uberlândia,Uberlândia/MG
38411-281,Rua Agesilau Pascoal Grego,,City Uberlândia,Uberlândia/MG
38411-239,Rua Antônio Luiz Bastos,,City Uberlândia,Uberlândia/MG
38411-261,Rua Engenheiro Hélvio Felici,,City Uberlândia,Uberlândia/MG
38411-283,Rua Odilon Guarato,,City Uberlândia,Uberlândia/MG
38407-051,Avenida Alcides Peixoto Barbosa,,Conjunto Alvorada,Uberlândia/MG
38407-048,Avenida Edgard de Oliveira Castro,,Conjunto Alvorada,Uberlândia/MG
38407-054,Avenida Heronides Gomes,,Conjunto Alvorada,Uberlândia/MG
38407-057,Avenida Mário Teodoro de Oliveira,,Conjunto Alvorada,Uberlândia/MG
38407-102,Praça Odete Rezende Pereira,,Conjunto Alvorada,Uberlândia/MG
38407-180,Rodovia BR-365,(Saída Patrocinio),Conjunto Alvorada,Uberlândia/MG
38407-049,Rodovia BR-452,"- do Km 136,500 ao fim",Conjunto Alvorada,Uberlândia/MG
38407-114,Rua Aristides Fernandes Morais,,Conjunto Alvorada,Uberlândia/MG
38407-063,Rua Domingos Paiva,,Conjunto Alvorada,Uberlândia/MG
38407-096,Rua Edésio Fernandes de Morais,,Conjunto Alvorada,Uberlândia/MG
38407-060,Rua Gentil Cardoso de Paiva,,Conjunto Alvorada,Uberlândia/MG
38407-075,Rua Jayme Medina Coeli,,Conjunto Alvorada,Uberlândia/MG
38407-072,Rua João Augusto Lopes,,Conjunto Alvorada,Uberlândia/MG
38407-066,Rua Joaquim Paiva,,Conjunto Alvorada,Uberlândia/MG
38407-105,Rua José Gomes Carrijo,,Conjunto Alvorada,Uberlândia/MG
38407-078,Rua José Jorge Lemes,,Conjunto Alvorada,Uberlândia/MG
38407-108,Rua José Lacerda de Mendonça,,Conjunto Alvorada,Uberlândia/MG
38407-093,Rua José Liberato de Andrade,,Conjunto Alvorada,Uberlândia/MG
38407-087,Rua José Rodrigues Martins,,Conjunto Alvorada,Uberlândia/MG
38407-084,Rua Marcos Antônio Rodrigues,,Conjunto Alvorada,Uberlândia/MG
38407-069,Rua Maria Augusta Morais,,Conjunto Alvorada,Uberlândia/MG
38407-090,Rua Maria Fernandes Morais,,Conjunto Alvorada,Uberlândia/MG
38407-111,Rua Odilon Alves Martins,,Conjunto Alvorada,Uberlândia/MG
38407-099,Rua Quatorze,,Conjunto Alvorada,Uberlândia/MG
38407-081,Rua Reoron de Matos,,Conjunto Alvorada,Uberlândia/MG
38408-340,Rua B,,Conjunto Segismundo Pereira,Uberlândia/MG
38411-052,Rua Leblon,- de 299/300 ao fim,Copacabana,Uberlândia/MG
38439-500,,,Cruzeiro dos Peixotos,Uberlândia/MG
38405-186,Avenida Cesário Alvim,- de 4314/4315 a 5098/5099,Custódio Pereira,Uberlândia/MG
38405-282,Avenida Doutor Vicente Salles Guimarães,,Custódio Pereira,Uberlândia/MG
38405-184,Avenida Floriano Peixoto,- de 4244 a 4998 - lado par,Custódio Pereira,Uberlândia/MG
38405-236,Avenida João Leão,,Custódio Pereira,Uberlândia/MG
38405-266,Praça da República,,Custódio Pereira,Uberlândia/MG
38405-214,Praça Tenente Horácio Rodrigues de Freitas,,Custódio Pereira,Uberlândia/MG
38405-262,Praça Webert Junio Fonseca,,Custódio Pereira,Uberlândia/MG
38405-226,Rodovia BR-050,"- do Km 70,001 ao Km 75,001 - la",Custódio Pereira,Uberlândia/MG
38405-230,Rodovia BR-452,"- do Km 131,601 ao Km 136,499",Custódio Pereira,Uberlândia/MG
38405-248,Rua Acre,- de 1934/1935 ao fim,Custódio Pereira,Uberlândia/MG
38405-194,Rua Ângelo Zoccolli,,Custódio Pereira,Uberlândia/MG
38405-200,Rua Barão de Cotegipe,- até 593/594,Custódio Pereira,Uberlândia/MG
38405-234,Rua Bernardo Sayão,,Custódio Pereira,Uberlândia/MG
38405-222,Rua Bruxelas,,Custódio Pereira,Uberlândia/MG
38405-240,Rua Ceará,,Custódio Pereira,Uberlândia/MG
38405-250,Rua Ciro de Castro Almeida,,Custódio Pereira,Uberlândia/MG
38405-256,Rua Cláudio Pedro da Silva,,Custódio Pereira,Uberlândia/MG
38405-242,Rua Colibri,,Custódio Pereira,Uberlândia/MG
38405-258,Rua Cônego Pedro Pezzuti,,Custódio Pereira,Uberlândia/MG
38405-206,Rua Conrado de Brito,- até 604/605,Custódio Pereira,Uberlândia/MG
38405-208,Rua Delfim Moreira,- até 498/499,Custódio Pereira,Uberlândia/MG
38405-254,Rua Dimas Moreira de Sá,,Custódio Pereira,Uberlândia/MG
38405-198,Rua Estevão Monteiro,,Custódio Pereira,Uberlândia/MG
38405-216,Rua Euclides da Cunha,- até 103/104,Custódio Pereira,Uberlândia/MG
38405-188,Rua Feliciano de Morais,- de 2301/2302 ao fim,Custódio Pereira,Uberlândia/MG
38406-001,Rua Firmino Grama,,Custódio Pereira,Uberlândia/MG
38405-252,Rua Flores da Cunha,,Custódio Pereira,Uberlândia/MG
38405-264,Rua Haroldo Marinho,,Custódio Pereira,Uberlândia/MG
38405-192,Rua Jairo Marques de Andrade,,Custódio Pereira,Uberlândia/MG
38405-196,Rua José Agostinho,,Custódio Pereira,Uberlândia/MG
38405-246,Rua José Batista Azevedo,,Custódio Pereira,Uberlândia/MG
