ID_VivaReal,UnitType,ListingType,State,City,Neighborhood,Street,StreetNumber,ZipCode,Title,ExternalId,Price,Iptu,CondominiumFee,UsableAreas,Bedrooms,Bathrooms,Suites,ParkingSpaces,Status,Amenties,Description,CreatedAt,Floors,Advertiser_Name,Advertiser_License,Advertiser_Phone_Primary,Advertiser_Phone_Mobile,Url_Place
2662097958,APARTMENT,USED,Minas Gerais,Uberlândia,Marta Helena,Rua Padre Américo Ceppi,,38402251,"Apartamento à venda, 2 quartos, 1 vaga, MARTA HELENA - Uberlândia/MG",14043,185000,0,170,42,2,1,0,1,ACTIVE,,"Apartamento localizado no bairro Marta Helena, com aproximadamente 42m² de área privativa, com 02 quartos, banheiro social com box, sala, cozinha estilo americana, área de serviço independente, 01 vaga de garagem. Condomínio conta com elevador.",2023-10-14T06:22:51.055Z,[4],ARANTES IMOVEIS,03959-J-SP,3432283999,34996873647,https://www.vivareal.com.br/imovel/apartamento-2-quartos-marta-helena-bairros-uberlandia-com-garagem-42m2-venda-RS185000-id-2662097958/
2628283862,APARTMENT,DEVELOPMENT,Minas Gerais,Uberlândia,Presidente Roosevelt,Avenida Moacir Lopes de Carvalho,417,38401080,Elisios Residence,Elisios Residence,300000,0,0,62,2,1,1,,ACTIVE,,"LANÇAMENTO! Condomínio Clube de alto padrão no Bairro Roosevelt, a 400m da Praça Paris. Apartamentos de 2 ou 3 quartos com localização privilegiada em um dos bairros mais buscados na Zona Norte da cidade. Um empreendimento que traz conforto e uma planta bem distribuída. Conta com portaria 24h, zen plaza, salão de festas, piscina com deck, quadra poliesportiva, espaço gourmet no rooftop com lounge externo e playground. <br><br>A 400m da Praça Paris <br><br>portaria 24h, zen plaza, salão de festas, piscina com deck, quadra poliesportiva, espaço gourmet no rooftop com lounge externo e playground.",2023-04-25T13:13:33.215Z,[],DELTA IMOVEIS,01873-J-MG,3432309900,3432309900,https://www.vivareal.com.br/imoveis-lancamento/elisios-residence-2628283862/
2662242657,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Europa,Rua Marco Aurelio Resende dos Santos,10,38414678,Otimo apartamento 2 quartos com suíte e elevador no Jardim Europa,E400115,220000,,209,51,2,2,1,1,ACTIVE,,"*51 m²<br>*Sala em 2 ambientes com sacada<br>*Cozinha com armário sob a pia<br>*2 quartos sendo 1 suíte<br>*Banheiro social<br>*Área de serviço<br>*Vaga para 1 carro<br>*Elevador<br>*Piso cerâmica<br>*Condomínio com varanda gourmet com churrasqueira<br>*Portaria 24hs<br><br>Condomínio: R$209,00 (gás e água inclusos)<br><br>R$ 220.000,00",2023-10-14T22:17:32.462Z,[],Estilo Imobiliária,,3432353000,34997673333,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-europa-bairros-uberlandia-com-garagem-51m2-venda-RS220000-id-2662242657/
2662611788,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua João Balbino,1530,38408262,Belíssimo Apto no Santa Mônica com Linda Vista - Uberlândia - MG,19QSRRV,850000,986,785,102,3,2,1,2,ACTIVE,,"Belíssimo Apto no Santa Mônica com Linda Vista<br><br>São 102 m2, Venda com toda mobília inclusa, todos itens de altíssimo padrão!!!<br><br>* Sala Ampla em 2 Ambientes<br>* Varanda Gourmet com Churrasqueira a Carvão com Belíssima Vista do Por do Sol<br><br>* Cozinha Convencional<br>* Área de serviço separada<br><br>* Banheiro Social<br>* 3 Quartos sendo Um Suíte<br><br>* 2 Vagas de Garagems<br><br>CONDOMÍNIO CLUBE COMLETO: <br>*Piscina<br>* Academia<br>* Salão de festa<br>* Play kids<br>* Espaço Gourmet<br>* Portaria 24 horas<br>* Valor Condomínio R$ 785,00<br><br>* Financiável<br><br>Visitas ao Imóvel - THIAGO FERNANDO<br>34 9 9977.0219 Whats<br>CRECI: 31.103<br><br>OBS: SÓ SERÃO RESPONDIDOS OS EMAILS COM CONTATO TELEFÔNICO<br>""Não faça negócio no escuro, procure sempre um Corretor de Imóveis.""",2023-10-16T18:17:40.352Z,[13],Thiago Fernando Silva,31103-F-MG,34999770219,34999770219,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-102m2-venda-RS850000-id-2662611788/
2662371056,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua João Velasco de Andrade,1677,38408202,Apartamento para venda com 70 metros quadrados com 3 quartos em Santa Mônica - Uberlândia - MG,1CH8F7B,220000,300,200,70,3,2,1,1,ACTIVE,,O apartamento no bairro Santa Mônica com 70 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros<br>Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais quentes.,2023-10-15T13:54:40.052Z,[],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-70m2-venda-RS220000-id-2662371056/
2662052323,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Europa,,,38414625,Apartamento Padrão em Uberlândia,V49661,150900,0,0,44,2,2,1,1,ACTIVE,,"São 02 torres com 208 apartamentos distribuídos em 13 andares.<br>Condomínio com portaria preparada para monitoramento 24 horas, área de lazer entre as torres, salão de festas, espaço gourmet, área de convivência, piscina, espaço fitness, espaço bike e 02 elevadores.<br>Apartamentos de 02 quartos - 44,10m², sem suíte e sem sacada.<br>Apartamentos de 02 quartos - 46,00m², sem suíte e sem sacada.<br>Apartamentos de 02 quartos - 52,50m², com suíte e com sacada.<br><br>As unidades dos térreos terão quintal (área privativa).<br>Valores à partir de R$. ref. 49661 atualizado em 17/10.",2023-10-14T02:46:08.647Z,[],Ivan Negócios Imobiliários (V),0684-J-MG,3432563000,34998833000,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-europa-bairros-uberlandia-com-garagem-44m2-venda-RS150900-id-2662052323/
2662093600,APARTMENT,USED,Minas Gerais,Uberlândia,Saraiva,Rua Coronel Antônio Alves Pereira,,38408370,"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, SARAIVA - Uberlândia/MG",14045,260000,0,200,88,3,2,1,1,ACTIVE,,"Apartamento localizado no bairro Saraiva, com aproximadamente 88m² de área privativa, com 03 quartos sendo 02 com armários (01 suíte), banheiro social, sala com sacada, cozinha com armários e bancada, área de serviço, 01 vaga de garagem.",2023-10-14T06:22:50.964Z,[0],ARANTES IMOVEIS,03959-J-SP,3432283999,34996873647,https://www.vivareal.com.br/imovel/apartamento-3-quartos-saraiva-bairros-uberlandia-com-garagem-88m2-venda-RS260000-id-2662093600/
2594319368,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua João Balbino,1753,38408262,Apartamento para venda com 96 metros quadrados com 3 quartos em Santa Mônica - Uberlândia - MG,ap0938,730000,1000,650,96,3,2,1,2,ACTIVE,,"Apartamento a venda em Santa Mônica, 3 quartos com 96 metros, zona leste de Uberlândia;<br><br>apartamento com 3/4 sendo um suíte.<br>Sala em dois ambientes, vista centro. <br>Lavanderia separada com marcenaria.<br>Cozinha toda montada na marcenaria.<br>varanda gourmet com churrasqueira a carvão,<br>02 vagas de garagem,<br>Condomínio com lazer:<br>Piscina Adulto/ Infantil,<br>Espaço Gourmet,<br>Playground,<br>Salão de festa,<br>Academia,<br>Hall de entrada.<br>Todas as áreas comuns decorado e mobiliado.",2022-11-21T22:00:38.409Z,[10],Fernando Pontes Guedes,,34996499148,34996499148,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-96m2-venda-RS730000-id-2594319368/
2628285112,APARTMENT,DEVELOPMENT,Minas Gerais,Uberlândia,Santa Mônica,Rua João Velasco de Andrade,s/n,38408202,Velasco 655,Velasco 655,224000,0,0,25,1,1,1,1,ACTIVE,,"LANÇAMENTO! Studios ao lado da Ufu Santa Mônica com rentabilidade de até 1%. Excelente opção de investimento. Studios de 25 a 35m², em prédio com elevador, portaria, coworking e bicicletário. Produto com exlcusividade Delta Imóveis, fale com nossos consultores e conheça tudo sobre este excelente empreenidmento.<br><br>Ao lado da Ufu Santa Mônica <br><br>elevador, portaria, coworking, bicicletário",2023-04-25T13:35:00.266Z,[],DELTA IMOVEIS,01873-J-MG,3432309900,3432309900,https://www.vivareal.com.br/imoveis-lancamento/velasco-655-2628285112/
2662010968,APARTMENT,USED,Minas Gerais,Uberlândia,Morada da Colina,Avenida Liberdade,1302,38411002,Vendo Apartamento no Morada da Colina,AP5056SO,1100000,900,900,127,3,4,3,2,ACTIVE,,"Para você que deseja o privilégio de estar cercado de tranquilidade, beleza e a praticidade de estar a poucos minutos de tudo.<br><br>*Suíte master com espaço para cama king (com closet isolado), e 2 suítes com espaço para cama queen size.<br>*Preparação para ar-condicionado nas suítes e sala,<br>*Salas de estar e jantar integradas,<br>*Varanda gourmet com churrasqueira a carvão,<br>*Lavabo,<br>*Cozinha com bancadas em granito,<br>*Área de serviço,<br>*Banheiro de serviço,<br>*Hall do prédio com pé direito duplo,<br>*Elevador amplo,<br>*Piscina com deck,<br>*Salão de festas com cozinha gourmet,<br>*Playground,<br>*Pet care,<br>*Valor e disponibilidade sujeitos a alteração.<br><br>Fale direto com o Responsável no Anúncio <br>Ou Copie e Cole no Google: soarescorretor.minhanova.casa",2023-10-13T22:19:42.696Z,[14],Marcos Júnior,,34992222639,34992222639,https://www.vivareal.com.br/imovel/apartamento-3-quartos-morada-da-colina-bairros-uberlandia-com-garagem-127m2-venda-RS1100000-id-2662010968/
2655652276,APARTMENT,USED,Minas Gerais,Uberlândia,Shopping Park,Rua Luiz Fuad Abib,,38425385,Apartamento 2/4 Shoping Park,174,140000,,220,44,2,1,,1,ACTIVE,,"Vendo apartamento 2/4 Bairro Shoping Park. <br>Apartamento composto de :<br>02 quartos com embutidos de excelente qualidade;<br>01 banheiros com armário, box e espelho;<br>Cozinha americana e lavanderia com armários planejados;<br>Sala espaçosa.<br>No condomínio temos quadra poliesportiva, parquinho para as crianças, area de jardim, salão de festas e espaço para churrasco.<br><br>Aprovamos seu crédito!!<br><br>Para agendamento de visitas e mais informações Junior",2023-09-14T09:56:35.363Z,[],Imobiliária Cadore & Silva,18415-F-MG,34992802562,34992802562,https://www.vivareal.com.br/imovel/apartamento-2-quartos-shopping-park-bairros-uberlandia-com-garagem-44m2-venda-RS140000-id-2655652276/
2648790510,APARTMENT,USED,Minas Gerais,Uberlândia,Morada da Colina,Avenida Liberdade,1302,38411002,Apartamento para venda com 127 metros quadrados com 3 suítes Av Liberdade - Uberlandia,RA52052010,1150000,0,0,127,3,5,3,2,ACTIVE,,"O projeto foi concebido para fazer a diferença na vida pessoas que irão viver no Villagio Liberdade. Uma localização exclusiva com uma planta de 127 m2, espaços otimizados, este projeto tem todos os diferenciais para tornar a sua próxima moradia.<br> <br><br>127m2<br>■ 03 suítes sendo 01 master.<br>■ Suíte master com closet e banheiro com cuba<br>dupla<br>■ Varanda com churrasqueira<br>■ Sala de jantar e TV integrada<br>■ Lavabo para visitas <br>■ Banheiro de serviço que pode<br> ser convertido em despensa <br><br>ÁREAS COMUNS DO PRÉDIO:<br><br>Hall do Prédio com pé direito duplo<br>Elevador Amplo<br>Deck com Piscina<br>Salão Gourmet<br>Espaço Pet<br>Edícula para Pedestres e Veículos<br>Foco em Segurança e Condomínio Acessível<br>Agende já sua visita 👇🏻",2023-08-09T16:49:58.860Z,[],DO SEU JEITO IMÓVEIS,21002-F-MG,34996931202,34996931202,https://www.vivareal.com.br/imovel/apartamento-3-quartos-morada-da-colina-bairros-uberlandia-com-garagem-127m2-venda-RS1150000-id-2648790510/
2662510560,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua Patrulheiro Osmar Tavares,100,38408294,Apartamento em Rua Patrulheiro Osmar Tavares - Santa Mônica - Uberlândia/MG,347108B,314770,300,200,88,3,2,1,2,ACTIVE,,"Apartamento no Edificio Shalon a venda em Rua Patrulheiro Osmar Tavares - Santa Mônica - Uberlândia/MG<br><br>Apartamento à venda no bairro Santa Monica em Uberlândia/MG<br>Apartamento no terceiro andar, medindo 88,66m²;<br>Com frente para o sol nascente;<br>Decorado com sanca em gesso;<br>Apartamento todo montado com armário;<br>3 quartos com armários, sendo um suíte; <br>Banheiro social;<br>Banheiros com box e armários;<br>Sala em 2 ambientes;<br>Sacada; <br> Cozinha com bancada em granito e armário;<br>Lavanderia independente e com armário;<br>2 vagas de garagem; <br>Assista nosso vídeo no final do anuncio para obter mais informações e ligue-nos ou deixe sua mensagem, teremos o imenso prazer em atendê-los<br><br>Aceita financiamento de até 80% e FGTS como parte do pagamento.<br><br>ATENÇÃO: os preços, valores, tabela, disponibilidade e informações acima exibidos, poderão sofrer mudanças sem prévio aviso e a qualquer tempo, a critério dos proprietários. <br><br>Por este motivo todos os preços e informações deverão ser confirmados pelo corretor. <br><br>Tipo do imóvel: Apartamento<br>Metragem útil: 88m²<br>Total dormitórios: 3<br>Total suítes: 1<br>Localização: Santa Mônica | Uberlândia<br>Valor: R$315.000<br><br>Venha para o bairro Santa Mônica, em Uberlândia!<br><br>Aqui você encontra um lugar cheio de história, cultura e tradição. O bairro Santa Mônica foi fundado em meados do século XIX, quando a cidade de Uberlândia ainda era pouco desenvolvida.<br><br>Hoje, o bairro Santa Mônica é um dos mais tradicionais e bem localizados da cidade. Aqui você encontra tudo o que precisa para ter uma vida tranquila e confortável.<br><br>O bairro Santa Mônica conta com diversas opções de lazer, como parques, cinemas, restaurantes, bares e muito mais. Além disso, aqui você encontra tudo o que precisa para suas compras, como supermercados, farmácias, lojas de roupas e muito mais.<br><br>Venha para o bairro Santa Mônica, em Uberlândia. Aqui você encontra o melhor da cidade, com toda a comodidade e segurança que você precisa para viver bem.<br><br>Clique no botão ao lado e iremos entrar em contato para te ajudar na busca pelo imóvel ideal!<br><br>A NEWCORE possui diversas equipes especializadas em várias regiões do Brasil, com corretores experientes e capacitados que te ajudarão a encontrar o imóvel dos seus sonhos<br>Anúncio do corretor de imóveis Carlos Augusto Da Costa Alves CRECI: 29908",2023-10-16T10:28:10.986Z,[],USUÁRIO NEWCORE,,1145804274,11958196257,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-88m2-venda-RS314770-id-2662510560/
2661406181,APARTMENT,USED,Minas Gerais,Uberlândia,Grand Ville,Alameda dos Mandarins,,38407661,"Apartamento à venda, 2 quartos, 1 vaga, GRAND VILLE - Uberlândia/MG",14026,319681,0,0,44,2,1,0,1,ACTIVE,,"Grand Prime - Condomínio Clube, é o super lançamento da Realiza Construtora, localizado no bairro Grand Ville, na Zona Leste de Uberlândia, com 06 Torres com 80 apartamentos cada, com várias opções de plantas de 44,23m² a 117,61m², com 02 ou 03 quartos, sendo 01 suíte e/ou suíte reversível, sala, varanda, banheiro, cozinha, área de serviço. 01 vaga de garagem. Bela área de lazer.",2023-10-11T06:10:54.706Z,[2],ARANTES IMOVEIS,03959-J-SP,3432283999,34996873647,https://www.vivareal.com.br/imovel/apartamento-2-quartos-grand-ville-bairros-uberlandia-com-garagem-44m2-venda-RS319681-id-2661406181/
2638638200,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Europa,,,38414529,UBERLÂNDIA - Apartamento Padrão - JARDIM EUROPA,AP00120,210500,150,150,58,2,2,1,1,ACTIVE,,"Apartamento 58m2 com 2/4, sendo uma suíte no bairro Jardim Europa em Uberlândia<br><br>2 quartos, sendo uma suíte;<br>Banheiros com Box;<br>Piso em porcelanato polido;<br>Sala de TV e Jantar; <br>Cozinha com armários planejados;<br>1 vaga de garagem;<br>Área privativa com 58m2;<br><br>ULTRA IMÓVEIS<br><br>Fale conosco:() -",2023-06-16T03:42:40.986Z,[],Ultra Imóveis,,34999607710,34999607710,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-europa-bairros-uberlandia-com-garagem-58m2-venda-RS210500-id-2638638200/
2660147959,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua José Miguel Saramago,1390,38408222,Apartamento para venda com 107 metros quadrados com 3 quartos em Santa Mônica - Uberlândia - MG,AP4846-GS,800000,450,750,107,3,3,1,2,ACTIVE,,"O apartamento no bairro Santa Mônica possui 107 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros<br>Possui área de fitness, espaço gourmet, parquinho com diferentes brinquedos, salão de festas.<br>Vai lhe possibilitar curtir os dias mais quentes na piscina, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.<br>Elevador que garante o transporte das suas malas e compras.<br>Encontra-se em um condomínio protegido por muros.<br>É mobiliado.",2023-10-05T15:33:00.845Z,[10],Marcos Júnior,,34992222639,34992222639,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-107m2-venda-RS800000-id-2660147959/
2661503331,APARTMENT,USED,Minas Gerais,Uberlândia,Gávea,Rua GS,L2 Q1,38411860,"Apartamento, 3 suítes, 115m², Villa Gávea, Uberlândia/MG",623,969000,0,0,115,3,4,3,2,ACTIVE,,"GRANDVERSE GARDEN – Empreendimento em construção, previsão de entrega em julho de 2025. Fotos da unidade decorada! Excelente oportunidade para quem procura moradia no Bairro Villa Gávea em Uberlândia/MG, empreendimento de alto padrão, localizado próximo Avenida Nicomedes Alves dos Santos, Apartamento com 3 suítes, sendo 1 suíte master com closet independente e ampla bancada no banheiro, sala em dois ambientes, lavabo, cozinha americana, varanda gourmet com previsão de churrasqueira a carvão a ser vendida com kit (bancada, cuba, metal e churrasqueira), lavanderia, laje técnica para equipamentos de ar condicionado e aquecedor a gás com acesso pela lavanderia, previsão de água quente na torneira da cozinha, todos os banhos com iluminação e ventilação natural, janelas dos dormitórios com veneziana embutida de enrolar, posição lateral com vista livre e sol da tarde, área útil de 115m², 2 vagas de garagem cobertas, 2 elevadores sociais e 2 elevadores exclusivos para serviços, infraestrutura pronta para instalação de ar condicionado na suíte master e na sala de estar e jantar, previsão para instalação de medidores de gás e água, gerador conforto, previsão para futura instalação de ar-condicionado nos dormitórios (previsão de carga e dreno), empreendimento com total infraestrutura: piscina adulto, infantil e deck molhado, com sistema quebra gelo; Family Club: completo e reservado, com churrasqueira e spa exclusivos; infra para carregador de carros elétricos em vagas determinadas; sistema de som bluetooth no fitness e no salão de festas; coworking com espaço instagramável; espaço para delivery; Pocket Garden: um jardim exclusivo do condomínio com espaço pet, horta e redário; piscina com apoio de bar e lounge; bicicletário no térreo; Lobby de entrada com pé-direito duplo; sistema de irrigação automatizado; quadra recreativa; horta; áreas comuns decoradas e climatizadas; espaço gourmet; varanda de jogos; Playground; churrasqueira com forno de pizza; espaço fitness externo; fitness; brinquedoteca; vestiários; longe/bar piscina. Empreendimento a 1 minuto do Uberlândia Shopping e 4 minutos do Pátio Vinhedos. Não perca tempo, restam poucas unidades! Conheça esse mais novo lançamento da PERPLAN Empreendimentos e tenha uma vida feliz e confortável. Planejado nos mínimos detalhes para caber no seu orçamento. Viva um novo Estilo de Vida.<br><br>Características do imóvel<br>Acabamentos de alto padrão<br>Academia completa<br>Aceita animal<br>Aceita FGTS<br>Acessibilidade<br>Acesso 24 horas<br>Acesso para deficientes<br>Alvenaria<br>Ambientes integrados<br>aquecedor de água a gás<br>Área de serviço<br>Áreas Comuns entregues decoradas e equipadas (sem custo adicional)<br>Automação predial<br>Bicicletário<br>Bicicletário com apoio para manutenção<br>Bicicletário com apoio para manutenção<br>Brinquedoteca<br>Cabeamento estruturado<br>Cerâmica<br>Closet",2023-10-11T14:46:40.418Z,[26],Luiz Cortes,51960-F-MG,34991532223,21965295978,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-bairros-uberlandia-com-garagem-115m2-venda-RS969000-id-2661503331/
2662631960,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Holanda,Alameda João de Almeida,691,38412881,Apartamento no Jardim Holanda em Uberlândia/MG,34769,70000,,,52,2,1,,,ACTIVE,,"Endereço Completo<br>Alameda Joao De Almeida, No 691, Apartamento No403, 3o Pavimento, Do Condominio Residencial Maria Isaura Mascia, 691, Apartamento No403, 3o Pavimento, Vaga No2 Do Condominio Residencial Maria Isaura Mascia, Jardim Holanda, Uberlândia, MG, <br><br>Características do Imóvel:<br><br>Descrição: Apartamento, Padrão, Ocupado, 1 vaga(s) de garagem. Área(s): 68,35 m² de área terreno, 52,33 m² de área privativa, 16,02 m² de área comum, 52,33 m² de área útil. Matrícula(s): 149.048. Cartório: 1 CRI DE UBERLANDIA. Inscrição da Prefeitura: VIDE INSCRICAO IMOBILIARIA. <br>Tipo do Imóvel: Apartamento<br>Status da Ocupação: Ocupado<br>Aceita Visitação: Não<br>Dossiê: 18502<br><br>Área Construída: 52.33 m²<br><br>Área Privativa: 52.33 m²<br>Área Comum: 16.02 m²<br>Área Terreno: 68.35 m²<br>Composição Interna/Vaga: Dormitórios: 2, Banheiros: 1, Salas: 1, Vagas de garagem: 1<br><br>Matrícula: 149.048<br>Cartório de Registro: 1 CRI DE UBERLANDIA<br>Inscrição na Prefeitura: VIDE INSCRICAO IMOBILIARIA<br>Condomínio: $150.00<br>IPTU Anual: $200.00<br><br>Valor Avaliado: $145,000.00<br><br>Considerações Importantes<br>1.:* OCUPADO* FICARAO A CARGO DO ARREMATANTE: TODAS AS PROVIDENCIAS, RISCOS, CUSTAS E DESPESAS NECESSARIAS A DESOCUPACAO CONFORME ITENS 4.14. DO EDITAL.* OS DEBITOS DE IPTU E CONDOMINIO SERAO QUITADOS PELO VENDEDOR ATE A DATA DO LEILAO..<br><br>Condições de Pagamento<br>À vista ou Financiamento em até 420 meses.<br><br>Endereço Completo<br>Características do Imóvel:<br>Descrição: <br>Apartamento, Padrão, Ocupado, 1 vaga(s) de garagem. Área(s): 68,35 m² de área terreno, 52,33 m² de área privativa, 16,02 m² de área comum, 52,33 m² de área útil. Matrícula(s): 149.048. Cartório: 1 CRI DE UBERLANDIA. Inscrição da Prefeitura: VIDE INSCRICAO IMOBILIARIA. <br>Tipo do Imóvel: <br>Apartamento<br>Status da Ocupação: <br>Ocupado<br>Aceita Visitação: <br>Não<br>Dossiê: <br>18502<br>Área Construída: <br>52.33 m²<br>Área Privativa: <br>52.33 m²<br>Área Comum: <br>16.02 m²<br>Área Terreno: <br>68.35 m²<br>Composição Interna/Vaga: <br>Dormitórios: 2, Banheiros: 1, Salas: 1, Vagas de garagem: 1<br>Matrícula: <br>149.048<br>Cartório de Registro: <br>1 CRI DE UBERLANDIA<br>Inscrição na Prefeitura: <br>VIDE INSCRICAO IMOBILIARIA<br>Condomínio: <br>$150.00<br>IPTU Anual: <br>$200.00<br>Valor Avaliado: <br>$145,000.00<br>Considerações Importantes<br>1.:* OCUPADO* FICARAO A CARGO DO ARREMATANTE: TODAS AS PROVIDENCIAS, RISCOS, CUSTAS E DESPESAS NECESSARIAS A DESOCUPACAO CONFORME ITENS 4.14. DO EDITAL.* OS DEBITOS DE IPTU E CONDOMINIO SERAO QUITADOS PELO VENDEDOR ATE A DATA DO LEILAO..<br>Condições de Pagamento<br>À vista ou Financiamento em até 420 meses.",2023-10-16T19:52:43.651Z,[],BIASI LEILÕES,,1140832575,11981185887,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-holanda-bairros-uberlandia-52m2-venda-RS70000-id-2662631960/
2662370357,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua Antônio Salviano de Rezende,2177,38408228,Apartamento para venda tem 73 metros quadrados com 3 quartos em Santa Mônica - Uberlândia - MG,RSKF7B,245000,500,300,73,3,2,1,1,ACTIVE,,"OPORTUNIDADE! APARTAMENTO COM 73M, 3 QUARTOS,SENDO 1 SUÍTE COM ARMÁRIO SALA COM SACADA, COZINHA COM ARMÁRIO NO CORAÇÃO DO SANTA MÔNICA! PISO PORCELANATO, PORTARIA 24HS!.",2023-10-15T13:50:28.739Z,[],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-73m2-venda-RS245000-id-2662370357/
2662052967,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Holanda,,,38412880,Apartamento Padrão em Uberlândia,V52292,160000,0,215,50,2,2,1,1,ACTIVE,,Apartamento sem Elevador.<br>01 vaga de garagem.<br>02 quartos sendo 01 suíte. <br>Banheiro Social.<br>Cozinha.. ref. 52292 atualizado em 17/10.,2023-10-14T02:45:44.512Z,[],Ivan Negócios Imobiliários (V),0684-J-MG,3432563000,34998833000,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-holanda-bairros-uberlandia-com-garagem-50m2-venda-RS160000-id-2662052967/
2661348920,APARTMENT,USED,Minas Gerais,Uberlândia,Tubalina,Rua Wenceslau Braz,617,38412064,"Apartamento, 2 quartos, 51m², Tubalina, Uberlândia/MG",652,260000,150,200,51,2,2,1,1,ACTIVE,,"RESIDENCIAL PARIS - Excelente oportunidade para quem procura moradia no Bairro Tubalina em Uberlândia/MG. Imóvel de médio padrão, localizado na Rua Venceslau Braz. Apartamento novo com 2 quartos, sendo 1 suíte, todos com armários embutidos, corredor de acesso aos cômodos, sala espaçosa, 2 banheiros com armários, espelhos até o teto, box e porta shampoo, imóvel com sacada, cozinha com ampla bancada em granito, área de serviço e lavanderia. Unidade bem arejado. Piso em porcelanato. Iluminação completa em LED, molduras de gesso nos tetos, preparação para ar-condicionado, local calmo e seguro, área privativa de 51m², 1 vaga de garagem. Condomínio fechado, imóvel localizado no segundo andar, sem elevador, portaria eletrônica, permite animais. Ótima localização, com toda rede de serviços e lazer que a região oferece. Apartamento localizado próximo ao Praia Clube. Não perca tempo, agenda uma visita com um de nossos corretores! Conheça esse lindo apartamento e tenha uma vida feliz e confortável.<br><br>Características do imóvel<br>Acabamentos de alto padrão<br>Aceita animal<br>Aceita FGTS<br>Acessibilidade<br>Acesso 24 horas<br>Acesso para deficientes<br>Alvenaria<br>Ambientes integrados<br>Área de serviço<br>Automação predial<br>Banheiro com blindex<br>blindex<br>Cabeamento estruturado<br>Cimentado antiderrapante<br>Concreto com pintura<br>Concreto impermeabilizado<br>Concreto polido<br>Cozinha<br>infraestrutura internet<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>interfone<br>Isolamento acústico<br>Lâmpadas frias<br>Marcenaria<br>Piso frio<br>Porcelanato<br>Preço promocional<br>Pronta entrega!<br>Pronto para morar<br>Rede de telefone<br>sala ampla<br>Sala de jantar<br>Sensor de presença nos halls<br>Sistema de intercomunicação predial entre os apartamentos<br>Teto rebaixado em gesso<br>Vaga na escritura<br>vista livre<br><br>Mais informações em www.luizcortesimoveis.com.br",2023-10-11T02:45:40.590Z,[],Luiz Cortes,51960-F-MG,34991532223,21965295978,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tubalina-bairros-uberlandia-com-garagem-51m2-venda-RS260000-id-2661348920/
2662333754,APARTMENT,USED,Minas Gerais,Uberlândia,Presidente Roosevelt,,,38401822,"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Presidente Roosevelt - Uberlândia/MG",28579,330000,0,0,79,3,1,1,2,ACTIVE,,"Lindo apartamento com aproximadamente 79m² de área privativa, possui, sala, 03 quartos sendo 01 suíte, banheiro social, cozinha, área de serviço e 02 vagas de garagem. Condomínio possui elevador.",2023-10-15T09:00:26.142Z,[4],DELTA IMOVEIS,01873-J-MG,3432309900,3432309900,https://www.vivareal.com.br/imovel/apartamento-3-quartos-presidente-roosevelt-bairros-uberlandia-com-garagem-79m2-venda-RS330000-id-2662333754/
